58,5,1,1,pqm,6,"Using the scale shown, please indicate to what degree your practice experience reflected each of the 6 statements below, each time you practice.","During practice, I attempted to return to my present-moment experience, whether unpleasant, pleasant, or neutral.",0,Almost Always,1,Very Frequently,2,Somewhat Frequently,3,Somewhat Infrequently,4,Very Infrequently,5,Almost Never,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
59,5,1,2,pqm,6,"Using the scale shown, please indicate to what degree your practice experience reflected each of the 6 statements below, each time you practice.","During practice, I attempted to return to each experience, no matter how unpleasant, with a sense that _It_s OK to experience this_.",0,Almost Always,1,Very Frequently,2,Somewhat Frequently,3,Somewhat Infrequently,4,Very Infrequently,5,Almost Never,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
60,5,1,3,pqm,6,"Using the scale shown, please indicate to what degree your practice experience reflected each of the 6 statements below, each time you practice.","During practice, I attempted to feel each experience as bare sensations in the body (tension in throat, movement in belly, etc).",0,Almost Always,1,Very Frequently,2,Somewhat Frequently,3,Somewhat Infrequently,4,Very Infrequently,5,Almost Never,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61,5,1,4,pqm,6,"Using the scale shown, please indicate to what degree your practice experience reflected each of the 6 statements below, each time you practice.","During practice, I was struggling against having certain experiences (e.g., unpleasant thoughts, emotions, and/or bodily sensations).",0,Almost Always,1,Very Frequently,2,Somewhat Frequently,3,Somewhat Infrequently,4,Very Infrequently,5,Almost Never,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
62,5,1,5,pqm,6,"Using the scale shown, please indicate to what degree your practice experience reflected each of the 6 statements below, each time you practice.","During practice, I was actively avoiding or _pushing away_ certain experiences.",0,Almost Always,1,Very Frequently,2,Somewhat Frequently,3,Somewhat Infrequently,4,Very Infrequently,5,Almost Never,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
63,5,1,6,pqm,6,"Using the scale shown, please indicate to what degree your practice experience reflected each of the 6 statements below, each time you practice.","During practice, I was actively trying to fix or change certain experiences, in order to get to a _better place_.",0,Almost Always,1,Very Frequently,2,Somewhat Frequently,3,Somewhat Infrequently,4,Very Infrequently,5,Almost Never,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
64,5,2,1,statemnd,6,"During the self-awareness/relaxation/active-listening activity, please indicate to what degree you were having each experience described below.",I was finding it difficult to stay focused on what was happening.,0,Almost Always,1,Very Frequently,2,Somewhat Frequently,3,Somewhat Infrequently,4,Very Infrequently,5,Almost Never,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
65,5,2,2,statemnd,6,"During the self-awareness/relaxation/active-listening activity, please indicate to what degree you were having each experience described below.",I was doing the activity without paying attention.,0,Almost Always,1,Very Frequently,2,Somewhat Frequently,3,Somewhat Infrequently,4,Very Infrequently,5,Almost Never,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
66,5,2,3,statemnd,6,"During the self-awareness/relaxation/active-listening activity, please indicate to what degree you were having each experience described below.",I was preoccupied with the future or the past.,0,Almost Always,1,Very Frequently,2,Somewhat Frequently,3,Somewhat Infrequently,4,Very Infrequently,5,Almost Never,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
67,5,2,4,statemnd,6,"During the self-awareness/relaxation/active-listening activity, please indicate to what degree you were having each experience described below.","I was doing the activity automatically, without being aware of what I was doing.",0,Almost Always,1,Very Frequently,2,Somewhat Frequently,3,Somewhat Infrequently,4,Very Infrequently,5,Almost Never,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
